,essay_id,pred,demographic_value,demographic_variable
607,AAAXMP138200000800182144_OR,6.0,M,gender
608,2251006627,6.0,M,gender
609,5.4129E+12,4.0,F,gender
610,AAAXMP138200002147432850_OR,6.0,F,gender
611,AAAXMP138200001832552144_OR,5.0,M,gender
612,2171006748,6.0,M,gender
613,AAAXMP138200000992162125_OR,6.0,F,gender
614,4.83455E+12,4.0,M,gender
615,AAAXMP138200001806182125_OR,6.0,M,gender
616,AAAXMP138200001277232810_OR,6.0,F,gender
617,2021005855,2.0,M,gender
618,2021002759,6.0,F,gender
619,AAAXMP138200001679252125_OR,3.0,M,gender
620,AAAXMP138200000883152850_OR,5.0,F,gender
621,5.34352E+12,6.0,M,gender
622,2171006420,6.0,F,gender
623,AAAXMP138200001486302144_OR,6.0,M,gender
624,AAAXMP138200001906282144_OR,4.0,F,gender
625,AAAXMP138200001583002810_OR,6.0,M,gender
626,AAAXMP138200001849342810_OR,6.0,M,gender
627,5.30818E+12,6.0,M,gender
628,AAAXMP138200000565882125_OR,6.0,F,gender
629,2311001932,3.0,F,gender
630,AAAXMP138200001488962125_OR,6.0,F,gender
631,AAAXMP138200001301552850_OR,2.0,F,gender
632,2271003429,6.0,M,gender
633,2081000191,4.0,M,gender
634,AAAXMP138200001017952125_OR,3.0,M,gender
635,AAAXMP138200000805082810_OR,6.0,M,gender
636,5.06399E+12,6.0,M,gender
637,2171003374,1.0,F,gender
638,AAAXMP138200002042522810_OR,6.0,F,gender
639,2251001862,2.0,M,gender
640,2221007102,6.0,M,gender
641,AAAUUP138180000051632125_OR,5.0,F,gender
642,AAAXMP138200001556412125_OR,6.0,M,gender
643,AAAXMP138200001328292125_OR,6.0,F,gender
644,AAAXMP138200002154892125_OR,6.0,F,gender
645,2251004292,3.0,F,gender
646,5.06481E+12,6.0,M,gender
647,AAAXMP138200002068262144_OR,6.0,M,gender
648,2171003315,5.0,M,gender
649,2021004964,4.0,F,gender
650,AAAXMP138200001868962144_OR,4.0,F,gender
651,AAAXMP138200001770742125_OR,6.0,M,gender
652,AAAXMP138200001100102810_OR,6.0,M,gender
653,2311004141,4.0,F,gender
654,AAAXMP138200002149812810_OR,6.0,F,gender
655,2251002419,3.0,F,gender
656,2141001101,3.0,M,gender
657,2171001665,6.0,F,gender
658,2421006072,6.0,M,gender
659,2081002127,6.0,F,gender
660,AAAXMP138200000811742144_OR,6.0,M,gender
661,AAAXMP138200001028022810_OR,5.0,F,gender
662,AAAXMP138200000795042810_OR,6.0,M,gender
663,2091007113,6.0,M,gender
664,AAAXMP138200001050382125_OR,6.0,F,gender
665,AAAXMP138200001264952810_OR,3.0,F,gender
666,AAAXMP138200001210212125_OR,6.0,M,gender
667,AAAXMP138200001734452125_OR,5.0,M,gender
668,5.94763E+12,1.0,M,gender
669,AAAXMP138200001153932144_OR,6.0,F,gender
670,AAAXMP138200000576822125_OR,6.0,M,gender
671,5.26214E+12,6.0,M,gender
672,AAAXMP138200001339722810_OR,6.0,M,gender
673,2141005999,6.0,F,gender
674,AAAXMP138200001986212125_OR,6.0,F,gender
675,2221006289,2.0,F,gender
676,AAAUUP138180000132272125_OR,6.0,F,gender
677,AAAXMP138200001524142810_OR,6.0,M,gender
678,AAAXMP138200002028602810_OR,6.0,M,gender
679,AAAXMP138200001018752125_OR,5.0,F,gender
680,AAAXMP138200001977192810_OR,6.0,M,gender
681,2311004524,2.0,F,gender
682,2421002026,6.0,F,gender
683,2431006920,2.0,M,gender
684,AAAXMP138200001955532125_OR,6.0,F,gender
685,AAAXMP138200001329982810_OR,6.0,F,gender
686,AAAXMP138200000506652810_OR,6.0,F,gender
687,2021007157,6.0,M,gender
688,2141007428,2.0,M,gender
689,2141000156,5.0,M,gender
690,AAAXMP138200001918712850_OR,6.0,M,gender
691,AAAXMP138200001064182850_OR,6.0,M,gender
692,AAAXMP138200000807792125_OR,6.0,M,gender
693,2171005164,3.0,F,gender
694,2221000086,6.0,M,gender
695,AAAXMP138200001858572125_OR,6.0,M,gender
696,5.74436E+12,6.0,F,gender
697,2431005168,2.0,M,gender
698,2421001356,3.0,F,gender
699,2171001100,6.0,M,gender
700,2421003332,3.0,M,gender
701,2431004331,6.0,F,gender
702,AAAXMP138200000929882144_OR,6.0,F,gender
703,AAAXMP138200002045992810_OR,6.0,F,gender
704,AAAXMP138200002147752810_OR,6.0,F,gender
705,AAAXMP138200001456652144_OR,6.0,M,gender
706,2081002411,6.0,F,gender
707,2311007817,1.0,M,gender
708,2081005835,6.0,M,gender
709,AAAXMP138200001316152850_OR,6.0,F,gender
710,2091005234,6.0,M,gender
711,AAAXMP138200000816162810_OR,6.0,M,gender
712,AAAXMP138200002079992125_OR,6.0,F,gender
713,AAAXMP138200000945392125_OR,6.0,F,gender
714,AAAXMP138200002198012810_OR,5.0,F,gender
715,AAAXMP138200001100682125_OR,2.0,F,gender
716,AAAXMP138200001786402144_OR,2.0,M,gender
717,AAAXMP138200002111742850_OR,5.0,F,gender
718,2141002396,1.0,M,gender
719,AAAXMP138200001867562125_OR,5.0,F,gender
720,2251002346,2.0,F,gender
721,AAAXMP138200002185902144_OR,6.0,F,gender
722,AAAXMP138200001661792144_OR,6.0,F,gender
723,2251001749,1.0,M,gender
724,2171003749,5.0,F,gender
725,AAAXMP138200001858622810_OR,6.0,F,gender
726,AAAXMP138200001059072144_OR,6.0,M,gender
727,AAAXMP138200001826372125_OR,6.0,M,gender
728,AAAXMP138200002085022810_OR,6.0,F,gender
729,AAAXMP138200001843912125_OR,6.0,F,gender
730,5.05228E+12,6.0,F,gender
731,2271005715,2.0,F,gender
732,2271002082,6.0,M,gender
733,AAAXMP138200001954292125_OR,6.0,F,gender
734,AAAXMP138200000496192810_OR,6.0,M,gender
735,AAAXMP138200001307282810_OR,6.0,F,gender
736,AAAXMP138200000503642850_OR,6.0,F,gender
737,AAAXMP138200001782122125_OR,6.0,M,gender
738,2421001542,6.0,F,gender
739,2241001738,6.0,F,gender
740,AAAXMP138200001550782850_OR,6.0,F,gender
741,2431004323,6.0,F,gender
742,5.33202E+12,6.0,F,gender
743,AAAXMP138200000716842810_OR,6.0,F,gender
744,2241005661,1.0,M,gender
745,AAAUUP138180000379852125_OR,6.0,F,gender
746,2021006380,6.0,M,gender
747,AAAXMP138200001719602125_OR,6.0,F,gender
748,AAAXMP138200001078522125_OR,6.0,F,gender
749,AAAXMP138200000509892850_OR,6.0,F,gender
750,515931115212610thLitB,6.0,M,gender
751,AAAUUP138180000036092125_OR,6.0,F,gender
752,5.90796E+12,6.0,M,gender
753,AAAXMP138200001658052850_OR,3.0,M,gender
754,2081003441,6.0,F,gender
755,2171001207,6.0,F,gender
756,5.65724E+12,6.0,F,gender
757,AAAXMP138200000705952810_OR,6.0,F,gender
758,AAAXMP138200001070272810_OR,6.0,M,gender
759,AAAXMP138200001883202850_OR,2.0,F,gender
760,2141005816,3.0,F,gender
761,AAAXMP138200000956232125_OR,3.0,F,gender
762,AAAXMP138200001472622810_OR,6.0,F,gender
763,2091004548,6.0,F,gender
764,AAAXMP138200001442612810_OR,6.0,F,gender
765,AAAXMP138200000752592144_OR,35.0,M,gender
766,AAAXMP138200000605632850_OR,2.0,F,gender
767,AAAXMP138200001068332810_OR,6.0,M,gender
768,AAAUUP138180000090312125_OR,6.0,M,gender
769,AAAXMP138200001862882125_OR,3.0,M,gender
770,AAAXMP138200001932572125_OR,6.0,M,gender
771,AAAXMP138200000944452810_OR,6.0,M,gender
772,2311000901,6.0,M,gender
773,2171003072,6.0,M,gender
774,AAAXMP138200001817292125_OR,6.0,F,gender
775,AAAXMP138200001875612125_OR,2.0,F,gender
776,AAAXMP138200002054952810_OR,6.0,F,gender
777,AAAXMP138200001274702850_OR,5.0,F,gender
778,AAAXMP138200000709272810_OR,6.0,M,gender
779,AAAXMP138200000736292810_OR,6.0,M,gender
780,2081005410,2.0,F,gender
781,4.55022E+12,5.0,M,gender
782,5.76154E+12,6.0,M,gender
783,AAAXMP138200001515252850_OR,5.0,F,gender
784,AAAXMP138200001031062125_OR,6.0,M,gender
785,2421004053,2.0,M,gender
786,AAAXMP138200001617272810_OR,6.0,M,gender
787,AAAXMP138200001322172125_OR,6.0,M,gender
788,AAAXMP138200002121512810_OR,6.0,F,gender
789,2251001528,6.0,M,gender
790,AAAXMP138200000694322850_OR,4.0,F,gender
791,2311000553,6.0,F,gender
792,2251000360,6.0,M,gender
793,2141004887,6.0,F,gender
794,AAAXMP138200001039092125_OR,6.0,F,gender
795,2431004773,6.0,F,gender
796,AAAXMP138200001533502125_OR,1.0,F,gender
797,2021006525,6.0,F,gender
798,AAAUUP138180000392232125_OR,4.0,M,gender
799,2241004494,6.0,M,gender
800,2021004191,2.0,M,gender
801,2421003219,1.0,F,gender
802,AAAXMP138200000749442810_OR,6.0,F,gender
803,AAAXMP138200000769272125_OR,5.0,M,gender
804,4.30378E+12,6.0,M,gender
805,AAAXMP138200001057142850_OR,6.0,M,gender
806,2171005601,3.0,F,gender
807,AAAXMP138200000605752850_OR,6.0,M,gender
808,AAAXMP138200001829572850_OR,6.0,F,gender
809,AAAXMP138200000767822810_OR,6.0,F,gender
810,AAAXMP138200002120022144_OR,6.0,M,gender
811,AAAXMP138200002157482810_OR,6.0,M,gender
812,AAAXMP138200001055862144_OR,6.0,F,gender
813,2021000187,2.0,M,gender
814,5.35378E+12,6.0,F,gender
815,5.38186E+12,3.0,F,gender
816,AAAXMP138200000801472125_OR,5.0,F,gender
817,AAAUUP138180000019752125_OR,2.0,M,gender
818,AAAUUP138180000354462125_OR,2.0,M,gender
819,AAAXMP138200001728762125_OR,3.0,M,gender
820,5.73588E+12,6.0,F,gender
821,AAAXMP138200000731482125_OR,6.0,F,gender
822,5.58735E+12,6.0,F,gender
823,5.07504E+12,2.0,M,gender
824,AAAXMP138200001663682144_OR,6.0,F,gender
825,2221000302,6.0,M,gender
826,2241000014,6.0,M,gender
827,AAAXMP138200001725902125_OR,6.0,M,gender
828,AAAXMP138200000803022125_OR,6.0,M,gender
829,5.63631E+12,5.0,M,gender
830,AAAXMP138200001741052850_OR,6.0,F,gender
831,2221001350,6.0,F,gender
832,2021000748,4.0,F,gender
833,AAAXMP138200001647842850_OR,6.0,M,gender
834,2251003709,6.0,M,gender
835,AAAXMP138200001496932810_OR,6.0,F,gender
836,AAAXMP138200001493992810_OR,4.0,F,gender
837,2141005727,6.0,M,gender
838,5.72735E+12,6.0,M,gender
839,2241001533,6.0,M,gender
840,AAAXMP138200001708972850_OR,6.0,F,gender
841,2021001957,4.0,F,gender
842,AAAXMP138200000914162125_OR,6.0,M,gender
843,AAAXMP138200001664202850_OR,3.0,M,gender
844,2271004239,6.0,M,gender
845,AAAXMP138200000897722810_OR,6.0,M,gender
846,AAAXMP138200001871792810_OR,6.0,F,gender
847,2141007657,6.0,M,gender
848,AAAXMP138200001985092810_OR,6.0,M,gender
849,AAAXMP138200001687512144_OR,5.0,M,gender
850,AAAXMP138200001728332850_OR,4.0,F,gender
851,AAAXMP138200000695702850_OR,6.0,F,gender
852,AAAXMP138200000813632125_OR,6.0,M,gender
853,2021004361,3.0,F,gender
854,AAAXMP138200001856332850_OR,2.0,F,gender
855,AAAXMP138200001020722125_OR,6.0,M,gender
856,2431004111,6.0,F,gender
857,AAAXMP138200001960702144_OR,6.0,M,gender
858,AAAXMP138200002071112810_OR,6.0,M,gender
859,AAAXMP138200001005582144_OR,4.0,M,gender
860,AAAXMP138200002100852810_OR,5.0,M,gender
861,AAAXMP138200001953192144_OR,3.0,M,gender
862,AAAXMP138200001099722125_OR,6.0,F,gender
863,AAAXMP138200000998012125_OR,2.0,M,gender
864,4.95485E+12,3.0,M,gender
865,AAAXMP138200001902812125_OR,6.0,F,gender
866,AAAXMP138200001373482144_OR,6.0,F,gender
867,AAAXMP138200001558822144_OR,6.0,M,gender
868,2271007637,6.0,F,gender
869,2251003181,3.0,F,gender
870,AAAXMP138200001608702810_OR,6.0,F,gender
871,AAAXMP138200001354822125_OR,5.0,F,gender
872,AAAXMP138200001099812125_OR,2.0,F,gender
873,AAAXMP138200000724392810_OR,4.0,F,gender
874,5.43806E+12,6.0,M,gender
875,AAAXMP138200001810582810_OR,6.0,F,gender
876,2251005434,6.0,F,gender
877,2141003627,5.0,M,gender
878,2221005266,6.0,F,gender
879,AAAXMP138200002052672144_OR,6.0,F,gender
880,AAAXMP138200001633412810_OR,6.0,F,gender
881,2021007041,6.0,M,gender
882,AAAXMP138200001843942125_OR,6.0,M,gender
883,AAAXMP138200000969532144_OR,6.0,F,gender
884,AAAXMP138200001905162144_OR,6.0,F,gender
885,2171007507,3.0,F,gender
886,AAAXMP138200002115082810_OR,6.0,M,gender
887,4.77232E+12,5.0,F,gender
888,2251007208,6.0,F,gender
889,AAAXMP138200001564442850_OR,6.0,F,gender
890,2221007323,6.0,M,gender
891,AAAXMP138200000806092850_OR,3.0,M,gender
892,2141004348,6.0,M,gender
893,AAAXMP138200001750922144_OR,6.0,F,gender
894,2081001554,6.0,M,gender
895,AAAXMP138200000975032125_OR,6.0,F,gender
896,2171006560,1.0,F,gender
897,AAAXMP138200000820682144_OR,6.0,F,gender
898,AAAXMP138200001070832810_OR,6.0,M,gender
899,AAAXMP138200001107422144_OR,6.0,F,gender
900,2421007818,5.0,F,gender
901,AAAXMP138200000533752810_OR,6.0,M,gender
902,AAAXMP138200002049842125_OR,4.0,M,gender
903,AAAXMP138200000821252850_OR,6.0,M,gender
904,AAAXMP138200001533782125_OR,6.0,F,gender
905,2141006162,6.0,M,gender
906,AAAXMP138200001561182125_OR,5.0,F,gender
907,2171002696,3.0,F,gender
908,AAAXMP138200001112282125_OR,6.0,F,gender
909,AAAXMP138200000925642850_OR,6.0,F,gender
910,AAAXMP138200001758012125_OR,1.0,F,gender
911,2221003832,6.0,F,gender
912,5.06439E+12,6.0,M,gender
913,2171006802,6.0,M,gender
914,AAAXMP138200000796282125_OR,6.0,F,gender
915,AAAXMP138200001618882850_OR,6.0,M,gender
916,AAAXMP138200000500022850_OR,6.0,F,gender
917,2251001340,6.0,M,gender
918,5.72763E+12,5.0,M,gender
919,AAAUUP138180000380802125_OR,2.0,F,gender
920,2081000019,6.0,M,gender
921,2141004704,5.0,F,gender
922,AAAXMP138200001790472810_OR,6.0,M,gender
923,AAAXMP138200001723552850_OR,4.0,F,gender
924,AAAXMP138200001081852125_OR,6.0,F,gender
925,AAAXMP138200000804502144_OR,6.0,F,gender
926,AAAXMP138200000889572810_OR,6.0,F,gender
927,AAAXMP138200000886212810_OR,6.0,F,gender
928,AAAXMP138200001499132810_OR,5.0,F,gender
929,AAAXMP138200001421762125_OR,3.0,F,gender
930,AAAXMP138200000965772144_OR,6.0,F,gender
931,AAAXMP138200001104192144_OR,6.0,F,gender
932,AAAXMP138200001754402144_OR,6.0,F,gender
933,AAAXMP138200001695862144_OR,6.0,F,gender
934,AAAXMP138200001464492810_OR,5.0,M,gender
935,AAAXMP138200001508842144_OR,6.0,M,gender
936,2171000430,1.0,M,gender
937,2241001711,6.0,F,gender
938,2141005531,6.0,F,gender
939,5.5491E+12,6.0,F,gender
940,AAAXMP138200001807432125_OR,6.0,M,gender
941,AAAXMP138200001758892850_OR,6.0,F,gender
942,2421006218,6.0,M,gender
943,AAAXMP138200001538562144_OR,6.0,F,gender
944,AAAXMP138200001213342810_OR,6.0,F,gender
945,AAAXMP138200001873542144_OR,6.0,F,gender
946,2221003441,6.0,M,gender
947,AAAXMP138200001921532810_OR,6.0,M,gender
948,AAAXMP138200001876182125_OR,4.0,M,gender
949,2251000165,2.0,F,gender
950,AAAXMP138200000940442144_OR,6.0,M,gender
951,AAAXMP138200001576782810_OR,6.0,M,gender
952,AAAXMP138200002130662810_OR,5.0,F,gender
953,5.22797E+12,6.0,M,gender
954,AAAXMP138200001075162125_OR,6.0,F,gender
955,2311004796,6.0,M,gender
956,AAAXMP138200000715712810_OR,6.0,F,gender
957,5.33942E+12,5.0,F,gender
958,AAAXMP138200001360002810_OR,6.0,F,gender
959,AAAXMP138200001023312850_OR,2.0,F,gender
960,AAAXMP138200001330172144_OR,6.0,F,gender
961,AAAXMP138200001179212810_OR,6.0,F,gender
962,2421003618,4.0,M,gender
963,AAAXMP138200001701322125_OR,2.0,M,gender
964,AAAXMP138200001764192810_OR,6.0,M,gender
965,AAAXMP138200000785802810_OR,5.0,F,gender
966,AAAXMP138200000741442810_OR,6.0,M,gender
967,AAAXMP138200000922002810_OR,6.0,M,gender
968,AAAXMP138200001018972810_OR,6.0,F,gender
969,AAAXMP138200001224082850_OR,6.0,F,gender
970,AAAXMP138200001674782144_OR,6.0,M,gender
971,AAAXMP138200001795312850_OR,6.0,M,gender
972,2251003130,6.0,M,gender
973,AAAXMP138200001739822144_OR,6.0,M,gender
974,AAAXMP138200000604282850_OR,6.0,M,gender
975,2241002742,6.0,M,gender
976,5.35593E+12,6.0,M,gender
977,AAAXMP138200002079092810_OR,6.0,F,gender
978,AAAXMP138200001405382144_OR,5.0,M,gender
979,AAAXMP138200001838102125_OR,5.0,F,gender
980,2311002289,6.0,F,gender
981,AAAXMP138200001404912125_OR,2.0,F,gender
982,AAAXMP138200001760602125_OR,3.0,F,gender
983,5.0842E+12,6.0,F,gender
984,2091006788,6.0,M,gender
985,2141000415,1.0,F,gender
986,5.34057E+12,5.0,M,gender
987,2311002807,3.0,F,gender
988,AAAXMP138200000780162125_OR,6.0,M,gender
989,AAAXMP138200001873302144_OR,6.0,M,gender
990,4.86022E+12,6.0,F,gender
991,2171004133,6.0,F,gender
992,AAAXMP138200001061052810_OR,6.0,F,gender
993,2141003244,1.0,M,gender
994,2251005574,6.0,F,gender
995,AAAXMP138200002032812810_OR,6.0,M,gender
996,2431005834,3.0,M,gender
997,2021000047,6.0,F,gender
998,4.9703E+12,5.0,F,gender
999,AAAUUP138180000056482125_OR,6.0,M,gender
1000,AAAXMP138200002164852850_OR,6.0,F,gender
1001,5.93196E+12,6.0,M,gender
1002,AAAXMP138200001902672810_OR,6.0,M,gender
1003,2021000870,6.0,M,gender
1004,AAAUUP138180000132422125_OR,4.0,F,gender
1005,AAAXMP138200001903752125_OR,6.0,M,gender
1006,AAAXMP138200000988992850_OR,6.0,F,gender
1007,AAAXMP138200000758362810_OR,6.0,M,gender
1008,AAAXMP138200001046712125_OR,6.0,M,gender
1009,AAAXMP138200000785342125_OR,6.0,M,gender
1010,2241003129,6.0,M,gender
1011,5.35667E+12,5.0,F,gender
1012,AAAXMP138200001906672810_OR,3.0,F,gender
1013,AAAXMP138200002151262850_OR,6.0,F,gender
1014,AAAXMP138200001032432810_OR,6.0,F,gender
1015,AAAXMP138200000792352144_OR,5.0,M,gender
1016,AAAXMP138200001997972850_OR,1.0,M,gender
1017,AAAXMP138200001402922125_OR,6.0,F,gender
1018,AAAXMP138200001036932850_OR,6.0,F,gender
1019,AAAXMP138200002000832810_OR,6.0,M,gender
1020,5.1601E+12,6.0,M,gender
1021,AAAXMP138200001649762810_OR,6.0,F,gender
1022,AAAXMP138200001419922144_OR,6.0,M,gender
1023,AAAXMP138200001836302144_OR,6.0,M,gender
1024,AAAXMP138200000652972810_OR,6.0,M,gender
1025,AAAXMP138200001964722850_OR,2.0,F,gender
1026,2091005269,6.0,M,gender
1027,5.08982E+12,3.0,F,gender
1028,4.70133E+12,6.0,F,gender
1029,2171007540,2.0,F,gender
1030,AAAXMP138200000636702810_OR,6.0,M,gender
1031,AAAXMP138200000818642810_OR,6.0,F,gender
1032,2251007542,6.0,M,gender
1033,AAAUUP138180000037042125_OR,2.0,F,gender
1034,AAAXMP138200000899062810_OR,6.0,M,gender
1035,2081002798,3.0,M,gender
1036,AAAXMP138200000812252810_OR,6.0,M,gender
1037,AAAXMP138200000952652144_OR,4.0,M,gender
1038,2141003511,1.0,F,gender
1039,2141006961,4.0,F,gender
1040,AAAXMP138200001030432125_OR,6.0,M,gender
1041,AAAXMP138200001123762810_OR,6.0,F,gender
1042,5.82159E+12,4.0,M,gender
1043,AAAXMP138200001088062850_OR,4.0,F,gender
1044,AAAXMP138200001037232125_OR,3.0,F,gender
1045,2081003964,6.0,M,gender
1046,5.27724E+12,2.0,M,gender
1047,2221007277,6.0,M,gender
1048,AAAXMP138200000891102810_OR,6.0,M,gender
1049,2081006025,6.0,F,gender
1050,AAAXMP138200002204672144_OR,6.0,M,gender
1051,AAAXMP138200000898262810_OR,6.0,F,gender
1052,AAAXMP138200001476592144_OR,6.0,M,gender
1053,2431006717,6.0,F,gender
1054,AAAXMP138200001094612810_OR,6.0,M,gender
1055,AAAXMP138200002154882850_OR,6.0,F,gender
1056,AAAXMP138200001901302850_OR,6.0,F,gender
1057,AAAXMP138200001669632125_OR,6.0,M,gender
1058,2091006842,6.0,F,gender
1059,AAAXMP138200001084142850_OR,6.0,F,gender
1060,AAAXMP138200001586722810_OR,6.0,F,gender
1061,AAAXMP138200001118372144_OR,6.0,M,gender
1062,2241000324,6.0,F,gender
1063,AAAXMP138200002096952810_OR,5.0,F,gender
1064,2431005869,4.0,M,gender
1065,2251001013,2.0,M,gender
1066,AAAXMP138200000800612810_OR,6.0,M,gender
1067,2431001367,6.0,M,gender
1068,AAAXMP138200002192632850_OR,2.0,F,gender
1069,AAAXMP138200001477502810_OR,6.0,M,gender
1070,AAAXMP138200002091202850_OR,6.0,M,gender
1071,AAAXMP138200001765252125_OR,6.0,M,gender
1072,2141004810,4.0,F,gender
1073,AAAXMP138200001395882810_OR,6.0,M,gender
1074,2081000868,5.0,M,gender
1075,2021006088,6.0,F,gender
1076,2021006771,6.0,F,gender
1077,AAAXMP138200002101842125_OR,5.0,F,gender
1078,2271007106,2.0,M,gender
1079,AAAXMP138200002026192125_OR,3.0,M,gender
1080,2431002771,6.0,M,gender
1081,AAAXMP138200001867702144_OR,6.0,F,gender
1082,5.41842E+12,5.0,F,gender
1083,5.79776E+12,6.0,M,gender
1084,AAAXMP138200001474252810_OR,6.0,F,gender
1085,2421004894,2.0,M,gender
1086,AAAUUP138180000112122125_OR_cleaned,6.0,F,gender
1087,5.22543E+12,5.0,M,gender
1088,2091002472,6.0,M,gender
1089,AAAXMP138200001940392125_OR,6.0,M,gender
1090,AAAXMP138200001374872810_OR,3.0,M,gender
1091,AAAXMP138200002090682810_OR,6.0,F,gender
1092,AAAXMP138200000782652810_OR,6.0,M,gender
1093,2091004009,2.0,M,gender
1094,5.8132E+12,6.0,M,gender
1095,AAAXMP138200000801682144_OR,6.0,F,gender
1096,5.3883E+12,6.0,F,gender
1097,5.83124E+12,6.0,M,gender
1098,AAAXMP138200001399702125_OR,4.0,M,gender
1099,AAAXMP138200002160172850_OR,5.0,M,gender
1100,2251002982,1.0,M,gender
1101,AAAXMP138200002168652125_OR,6.0,F,gender
1102,AAAXMP138200001815372144_OR,6.0,F,gender
1103,2081005711,6.0,M,gender
1104,AAAXMP138200001753432850_OR,6.0,F,gender
1105,2081006718,5.0,M,gender
1106,AAAXMP138200000768012810_OR,6.0,M,gender
1107,AAAXMP138200000768852810_OR,3.0,F,gender
1108,AAAXMP138200001573342810_OR,6.0,M,gender
1109,AAAXMP138200001677452144_OR,6.0,F,gender
1110,2251000483,3.0,M,gender
1111,AAAXMP138200001035262810_OR,4.0,M,gender
1112,2021003160,6.0,M,gender
1113,AAAXMP138200000568922850_OR,6.0,F,gender
1114,2311003498,6.0,F,gender
1115,AAAXMP138200001189072810_OR,6.0,F,gender
1116,5.37697E+12,2.0,M,gender
1117,AAAXMP138200001481342810_OR,6.0,F,gender
1118,2421006510,6.0,F,gender
1119,AAAXMP138200000621992125_OR,6.0,M,gender
1120,2221006475,4.0,M,gender
1121,AAAUUP138180000405692125_OR,2.0,F,gender
1122,AAAXMP138200002211902810_OR,6.0,F,gender
1123,AAAXMP138200001391912810_OR,6.0,M,gender
1124,4.99605E+12,6.0,M,gender
1125,AAAXMP138200000987502144_OR,6.0,F,gender
1126,AAAXMP138200000980572810_OR,6.0,M,gender
1127,AAAXMP138200000831172850_OR,6.0,F,gender
1128,2021002554,3.0,M,gender
1129,5.47555E+12,6.0,M,gender
1130,2241000111,1.0,F,gender
1131,AAAXMP138200002136372810_OR,6.0,F,gender
1132,2021003569,2.0,M,gender
1133,AAAXMP138200001708552144_OR,6.0,F,gender
1134,AAAUUP138180000391812125_OR,6.0,M,gender
1135,AAAXMP138200001781682144_OR,6.0,M,gender
1136,AAAXMP138200002054912810_OR,6.0,M,gender
1137,AAAXMP138200002073852125_OR,6.0,F,gender
1138,AAAXMP138200001630672144_OR,3.0,M,gender
1139,AAAXMP138200001369602850_OR,6.0,F,gender
1140,5.55024E+12,6.0,M,gender
1141,AAAXMP138200000740572850_OR,6.0,F,gender
1142,2431007322,6.0,M,gender
1143,2171005717,6.0,F,gender
1144,AAAXMP138200000943942125_OR,6.0,M,gender
1145,AAAXMP138200001701132125_OR,6.0,M,gender
1146,2421006323,2.0,F,gender
1147,AAAXMP138200000922762125_OR,6.0,M,gender
1148,AAAUUP138180000089262125_OR,2.0,F,gender
1149,AAAXMP138200000913652810_OR,6.0,M,gender
1150,AAAXMP138200001076032125_OR,6.0,F,gender
1151,AAAXMP138200001604562144_OR,6.0,F,gender
1152,AAAXMP138200001640542125_OR,5.0,M,gender
1153,AAAXMP138200002125862125_OR,6.0,M,gender
1154,AAAXMP138200001003002144_OR,6.0,M,gender
1155,4.93323E+12,6.0,M,gender
1156,2311005351,6.0,M,gender
1157,AAAXMP138200001533322125_OR,2.0,F,gender
1158,AAAXMP138200002147682850_OR,5.0,M,gender
1159,AAAXMP138200001222142810_OR,4.0,F,gender
1160,527182115212010thLitAB,6.0,F,gender
1161,2141000059,6.0,F,gender
1162,AAAXMP138200000982442850_OR,6.0,F,gender
1163,AAAXMP138200001824922810_OR,6.0,M,gender
1164,5.39596E+12,6.0,F,gender
1165,AAAXMP138200000728882125_OR,3.0,F,gender
1166,2431001499,6.0,F,gender
1167,AAAXMP138200000700022810_OR,6.0,F,gender
