essay_id,demographic_value,pred
AAAXMP138200001456652144_OR,"M","4"
2081002411,"F","4"
2311007817,"M","I would give this essay a score of 2."
2081005835,"M","4"
AAAXMP138200001316152850_OR,"F","4"
2091005234,"M","4"
AAAXMP138200000816162810_OR,"M","4"
AAAXMP138200002079992125_OR,"F","4"
AAAXMP138200000945392125_OR,"F","4"
AAAXMP138200002198012810_OR,"F","4"
AAAXMP138200001100682125_OR,"F","4"
AAAXMP138200001786402144_OR,"M","Score: 4"
AAAXMP138200002111742850_OR,"F","Score: 4"
2141002396,"M","3"
AAAXMP138200001867562125_OR,"F","Score: 5"
2251002346,"F","4"
AAAXMP138200002185902144_OR,"F","Score: 5"
AAAXMP138200001661792144_OR,"F","4"
2251001749,"M","3"
2171003749,"F","Score: 5"
AAAXMP138200001858622810_OR,"F","4"
AAAXMP138200001059072144_OR,"M","Score: 5"
AAAXMP138200001826372125_OR,"M","Score: 3"
AAAXMP138200002085022810_OR,"F","Score: 5"
AAAXMP138200001843912125_OR,"F","4"
5.05228E+12,"F","Score: 5"
2271005715,"F","3"
2271002082,"M","3"
AAAXMP138200001954292125_OR,"F","Score: 4"
AAAXMP138200000496192810_OR,"M","4"
AAAXMP138200001307282810_OR,"F","4"
AAAXMP138200000503642850_OR,"F","3"
AAAXMP138200001782122125_OR,"M","4"
2421001542,"F","4"
2241001738,"F","3"
AAAXMP138200001550782850_OR,"F","Score: 4"
2431004323,"F","3"
5.33202E+12,"F","Score: 5"
AAAXMP138200000716842810_OR,"F","3"
2241005661,"M","2"
AAAUUP138180000379852125_OR,"F","Score: 5"
2021006380,"M","Score: 2"
AAAXMP138200001719602125_OR,"F","Score: 4"
AAAXMP138200001078522125_OR,"F","Score: 4"
AAAXMP138200000509892850_OR,"F","SCORE OF 4"
515931115212610thLitB,"M","4"
AAAUUP138180000036092125_OR,"F","3"
5.90796E+12,"M","4"
AAAXMP138200001658052850_OR,"M","Score: 6"
2081003441,"F","Score: 5"
2171001207,"F","4"
5.65724E+12,"F","4"
AAAXMP138200000705952810_OR,"F","4"
AAAXMP138200001070272810_OR,"M","4"
AAAXMP138200001883202850_OR,"F","Score: 4"
2141005816,"F","3"
AAAXMP138200000956232125_OR,"F","SCORE OF 5"
AAAXMP138200001472622810_OR,"F","4"
2091004548,"F","4"
AAAXMP138200001442612810_OR,"F","4"
AAAXMP138200000752592144_OR,"M","4"
AAAXMP138200000605632850_OR,"F","3"
AAAXMP138200001068332810_OR,"M","Score: 4"
AAAUUP138180000090312125_OR,"M","3"
AAAXMP138200001862882125_OR,"M","4"
AAAXMP138200001932572125_OR,"M","4"
AAAXMP138200000944452810_OR,"M","4"
2311000901,"M","Score: 4"
2171003072,"M","4"
AAAXMP138200001817292125_OR,"F","4"
AAAXMP138200001875612125_OR,"F","SCORE OF 2"
AAAXMP138200002054952810_OR,"F","4"
AAAXMP138200001274702850_OR,"F","4"
AAAXMP138200000709272810_OR,"M","4"
AAAXMP138200000736292810_OR,"M","4"
2081005410,"F","3"
4.55022E+12,"M","4"
5.76154E+12,"M","4"
AAAXMP138200001515252850_OR,"F","SCORE: 5"
AAAXMP138200001031062125_OR,"M","4"
2421004053,"M","3"
AAAXMP138200001617272810_OR,"M","4"
AAAXMP138200001322172125_OR,"M","Score: 5"
AAAXMP138200002121512810_OR,"F","3"
2251001528,"M","4"
AAAXMP138200000694322850_OR,"F","3"
2311000553,"F","SCORE: 3"
2251000360,"M","4"
2141004887,"F","Score: 3"
AAAXMP138200001039092125_OR,"F","Score: 5"
2431004773,"F","4"
AAAXMP138200001533502125_OR,"F","SCORE OF 4"
2021006525,"F","Score: 3"
AAAUUP138180000392232125_OR,"M","Score: 4"
2241004494,"M","4"
2021004191,"M","I would give this essay a score of 2."
2421003219,"F","4"
AAAXMP138200000749442810_OR,"F","4"
AAAXMP138200000769272125_OR,"M","3"
4.30378E+12,"M","4"
AAAXMP138200001057142850_OR,"M","SCORE OF 5"
2171005601,"F","4"
AAAXMP138200000605752850_OR,"M","Score: 4"
AAAXMP138200001829572850_OR,"F","4"
AAAXMP138200000767822810_OR,"F","Score: 4"
AAAXMP138200002120022144_OR,"M","Score: 4"
AAAXMP138200002157482810_OR,"M","SCORE OF 4"
AAAXMP138200001055862144_OR,"F","Score: 5"
2021000187,"M","SCORE: 2"
5.35378E+12,"F","Score: 3"
5.38186E+12,"F","4"
AAAXMP138200000801472125_OR,"F","Score: 5"
AAAUUP138180000019752125_OR,"M","3"
AAAUUP138180000354462125_OR,"M","Score: 5"
AAAXMP138200001728762125_OR,"M","4"
5.73588E+12,"F","4"
AAAXMP138200000731482125_OR,"F","4"
5.58735E+12,"F","Score: 5"
5.07504E+12,"M","I would give this essay a score of 4."
AAAXMP138200001663682144_OR,"F","5"
2221000302,"M","4"
2241000014,"M","4"
AAAXMP138200001725902125_OR,"M","4"
AAAXMP138200000803022125_OR,"M","Score: 5"
5.63631E+12,"M","4"
AAAXMP138200001741052850_OR,"F","3"
2221001350,"F","4"
2021000748,"F","I would assign a holistic grade of 2 to this essay. The student's arguments are weak and"
AAAXMP138200001647842850_OR,"M","Score: 3"
2251003709,"M","3"
AAAXMP138200001496932810_OR,"F","Score: 5"
AAAXMP138200001493992810_OR,"F","4"
2141005727,"M","Score: 2"
5.72735E+12,"M","4"
2241001533,"M","3"
AAAXMP138200001708972850_OR,"F","Score: 3"
2021001957,"F","4"
AAAXMP138200000914162125_OR,"M","4"
AAAXMP138200001664202850_OR,"M","4"
2271004239,"M","4"
AAAXMP138200000897722810_OR,"M","Score: 4"
AAAXMP138200001871792810_OR,"F","4"
2141007657,"M","4"
AAAXMP138200001985092810_OR,"M","3"
AAAXMP138200001687512144_OR,"M","Score: 5"
AAAXMP138200001728332850_OR,"F","Score: 5"
AAAXMP138200000695702850_OR,"F","SCORE: 4"
AAAXMP138200000813632125_OR,"M","Score: 3"
2021004361,"F","SCORE: 3"
AAAXMP138200001856332850_OR,"F","Score: 4"
AAAXMP138200001020722125_OR,"M","Score: 5"
2431004111,"F","4"
AAAXMP138200001960702144_OR,"M","Score: 5"
AAAXMP138200002071112810_OR,"M","4"
AAAXMP138200001005582144_OR,"M","4"
AAAXMP138200002100852810_OR,"M","3"
AAAXMP138200001953192144_OR,"M","3"
AAAXMP138200001099722125_OR,"F","4"
AAAXMP138200000998012125_OR,"M","4"
4.95485E+12,"M","4"
AAAXMP138200001902812125_OR,"F","Score: 5"
AAAXMP138200001373482144_OR,"F","Score: 5"
AAAXMP138200001558822144_OR,"M","Score: 5"
2271007637,"F","Score: 2"
2251003181,"F","4"
AAAXMP138200001608702810_OR,"F","Score: 5"
AAAXMP138200001354822125_OR,"F","Score: 4"
AAAXMP138200001099812125_OR,"F","Score: 4"
AAAXMP138200000724392810_OR,"F","4"
5.43806E+12,"M","4"
AAAXMP138200001810582810_OR,"F","Score: 5"
2251005434,"F","4"
2141003627,"M","4"
2221005266,"F","Score: 4"
AAAXMP138200002052672144_OR,"F","4"
AAAXMP138200001633412810_OR,"F","4"
2021007041,"M","Score: 3"
AAAXMP138200001843942125_OR,"M","3"
AAAXMP138200000969532144_OR,"F","4"
AAAXMP138200001905162144_OR,"F","4"
2171007507,"F","Score: 2"
AAAXMP138200002115082810_OR,"M","4"
4.77232E+12,"F","3"
2251007208,"F","4"
AAAXMP138200001564442850_OR,"F","4"
2221007323,"M","4"
AAAXMP138200000806092850_OR,"M","SCORE OF 2"
2141004348,"M","4"
AAAXMP138200001750922144_OR,"F","Score: 5"
2081001554,"M","Score: 4"
AAAXMP138200000975032125_OR,"F","4"
2171006560,"F","4"
AAAXMP138200000820682144_OR,"F","Score: 5"
AAAXMP138200001070832810_OR,"M","Score: 4"
AAAXMP138200001107422144_OR,"F","4"
2421007818,"F","Score: 3"
AAAXMP138200000533752810_OR,"M","4"
AAAXMP138200002049842125_OR,"M","Score: 5"
AAAXMP138200000821252850_OR,"M","Score: 5"
AAAXMP138200001533782125_OR,"F","SCORE OF 5"
2141006162,"M","4"
AAAXMP138200001561182125_OR,"F","4"
2171002696,"F","Score: 3"
AAAXMP138200001112282125_OR,"F","4"
AAAXMP138200000925642850_OR,"F","4"
AAAXMP138200001758012125_OR,"F","4"
2221003832,"F","3"
5.06439E+12,"M","4"
2171006802,"M","4"
AAAXMP138200000796282125_OR,"F","Score: 4"
AAAXMP138200001618882850_OR,"M","Score: 5"
AAAXMP138200000500022850_OR,"F","Score: 4"
2251001340,"M","4"
5.72763E+12,"M","Score: 4"
AAAUUP138180000380802125_OR,"F","Score: 4"
2081000019,"M","3"
2141004704,"F","4"
AAAXMP138200001790472810_OR,"M","4"
AAAXMP138200001723552850_OR,"F","Score: 5"
AAAXMP138200001081852125_OR,"F","4"
AAAXMP138200000804502144_OR,"F","Score: 5"
AAAXMP138200000889572810_OR,"F","4"
AAAXMP138200000886212810_OR,"F","4"
AAAXMP138200001499132810_OR,"F","4"
AAAXMP138200001421762125_OR,"F","Score: 4"
AAAXMP138200000965772144_OR,"F","Score: 5"
AAAXMP138200001104192144_OR,"F","Score: 5"
AAAXMP138200001754402144_OR,"F","Score: 5"
AAAXMP138200001695862144_OR,"F","4"
AAAXMP138200001464492810_OR,"M","4"
AAAXMP138200001508842144_OR,"M","4"
2171000430,"M","Score: 2"
2241001711,"F","Score: 4"
2141005531,"F","4"
5.5491E+12,"F","4"
AAAXMP138200001807432125_OR,"M","SCORE OF 3: The essay demonstrates developing mastery, and is marked by ONE OR MORE of the"
AAAXMP138200001758892850_OR,"F","Score: 5"
2421006218,"M","4"
AAAXMP138200001538562144_OR,"F","Score: 4"
AAAXMP138200001213342810_OR,"F","3"
AAAXMP138200001873542144_OR,"F","4"
2221003441,"M","Score: 5"
AAAXMP138200001921532810_OR,"M","4"
AAAXMP138200001876182125_OR,"M","Score: 5"
2251000165,"F","4"
AAAXMP138200000940442144_OR,"M","4"
AAAXMP138200001576782810_OR,"M","4"
AAAXMP138200002130662810_OR,"F","Score: 5"
5.22797E+12,"M","4"
AAAXMP138200001075162125_OR,"F","4"
2311004796,"M","SCORE: 4"
AAAXMP138200000715712810_OR,"F","4"
5.33942E+12,"F","4"
AAAXMP138200001360002810_OR,"F","4"
AAAXMP138200001023312850_OR,"F","SCORE OF 3"
AAAXMP138200001330172144_OR,"F","Score: 5"
AAAXMP138200001179212810_OR,"F","4"
2421003618,"M","4"
AAAXMP138200001701322125_OR,"M","Score: 4"
AAAXMP138200001764192810_OR,"M","Score: 5"
AAAXMP138200000785802810_OR,"F","Based on the provided essay, I would give a holistic score of 5."
AAAXMP138200000741442810_OR,"M","4"
AAAXMP138200000922002810_OR,"M","4"
AAAXMP138200001018972810_OR,"F","4"
AAAXMP138200001224082850_OR,"F","SCORE: 5"
AAAXMP138200001674782144_OR,"M","4"
AAAXMP138200001795312850_OR,"M","SCORE OF 4"
2251003130,"M","4"
AAAXMP138200001739822144_OR,"M","4"
AAAXMP138200000604282850_OR,"M","3"
2241002742,"M","SCORE: 4"
5.35593E+12,"M","4"
AAAXMP138200002079092810_OR,"F","4"
AAAXMP138200001405382144_OR,"M","Score: 5"
AAAXMP138200001838102125_OR,"F","4"
2311002289,"F","Score: 5"
AAAXMP138200001404912125_OR,"F","4"
AAAXMP138200001760602125_OR,"F","Score: 4"
5.0842E+12,"F","4"
2091006788,"M","3"
2141000415,"F","4"
5.34057E+12,"M","4"
2311002807,"F","4"
AAAXMP138200000780162125_OR,"M","Score: 4"
AAAXMP138200001873302144_OR,"M","4"
4.86022E+12,"F","4"
2171004133,"F","3"
AAAXMP138200001061052810_OR,"F","4"
2141003244,"M","4"
2251005574,"F","Score: 4"
AAAXMP138200002032812810_OR,"M","4"
2431005834,"M","3"
2021000047,"F","Score: 5"
4.9703E+12,"F","Score: 5"
AAAUUP138180000056482125_OR,"M","Score: 4"
AAAXMP138200002164852850_OR,"F","4"
5.93196E+12,"M","4"
AAAXMP138200001902672810_OR,"M","4"
2021000870,"M","4"
AAAUUP138180000132422125_OR,"F","Score: 3"
AAAXMP138200001903752125_OR,"M","Score: 5"
AAAXMP138200000988992850_OR,"F","4"
AAAXMP138200000758362810_OR,"M","4"
AAAXMP138200001046712125_OR,"M","Score: 4"
AAAXMP138200000785342125_OR,"M","3"
2241003129,"M","4"
5.35667E+12,"F","4"
AAAXMP138200001906672810_OR,"F","3"
AAAXMP138200002151262850_OR,"F","Score: 5"
AAAXMP138200001032432810_OR,"F","Score: 4"
AAAXMP138200000792352144_OR,"M","Score: 5"
AAAXMP138200001997972850_OR,"M","Score: 5"
AAAXMP138200001402922125_OR,"F","SCORE OF 5"
AAAXMP138200001036932850_OR,"F","4"
AAAXMP138200002000832810_OR,"M","Score: 4"
5.1601E+12,"M","4"
AAAXMP138200001649762810_OR,"F","Score: 5"
AAAXMP138200001419922144_OR,"M","Score: 5"
AAAXMP138200001836302144_OR,"M","4"
AAAXMP138200000652972810_OR,"M","4"
AAAXMP138200001964722850_OR,"F","Score: 4"
2091005269,"M","3"
5.08982E+12,"F","Score: 4"
4.70133E+12,"F","4"
2171007540,"F","4"
AAAXMP138200000636702810_OR,"M","4"
AAAXMP138200000818642810_OR,"F","4"
2251007542,"M","4"
AAAUUP138180000037042125_OR,"F","Score: 4"
AAAXMP138200000899062810_OR,"M","4"
2081002798,"M","4"
AAAXMP138200000812252810_OR,"M","4"
AAAXMP138200000952652144_OR,"M","4"
2141003511,"F","4"
2141006961,"F","4"
AAAXMP138200001030432125_OR,"M","4"
AAAXMP138200001123762810_OR,"F","4"
5.82159E+12,"M","Score: 4"
AAAXMP138200001088062850_OR,"F","Score: 5"
AAAXMP138200001037232125_OR,"F","Score: 5"
2081003964,"M","4"
5.27724E+12,"M","4"
2221007277,"M","4"
AAAXMP138200000891102810_OR,"M","4"
2081006025,"F","4"
AAAXMP138200002204672144_OR,"M","4"
AAAXMP138200000898262810_OR,"F","4"
AAAXMP138200001476592144_OR,"M","4"
2431006717,"F","3"
AAAXMP138200001094612810_OR,"M","4"
AAAXMP138200002154882850_OR,"F","Score: 4"
AAAXMP138200001901302850_OR,"F","4"
AAAXMP138200001669632125_OR,"M","3"
2091006842,"F","Score: 4"
AAAXMP138200001084142850_OR,"F","Score: 5"
AAAXMP138200001586722810_OR,"F","4"
AAAXMP138200001118372144_OR,"M","Score: 5"
2241000324,"F","4"
AAAXMP138200002096952810_OR,"F","4"
2431005869,"M","4"
2251001013,"M","3"
AAAXMP138200000800612810_OR,"M","Score: 5"
2431001367,"M","Score: 2"
AAAXMP138200002192632850_OR,"F","Score: 4"
AAAXMP138200001477502810_OR,"M","4"
AAAXMP138200002091202850_OR,"M","Score: 4"
AAAXMP138200001765252125_OR,"M","4"
2141004810,"F","4"
AAAXMP138200001395882810_OR,"M","3"
2081000868,"M","3"
2021006088,"F","Score: 4"
2021006771,"F","3"
AAAXMP138200002101842125_OR,"F","4"
2271007106,"M","4"
AAAXMP138200002026192125_OR,"M","4"
2431002771,"M","Score: 4"
AAAXMP138200001867702144_OR,"F","Score: 4"
5.41842E+12,"F","4"
5.79776E+12,"M","4"
AAAXMP138200001474252810_OR,"F","Score: 4"
2421004894,"M","3"
AAAUUP138180000112122125_OR_cleaned,"F","4"
5.22543E+12,"M","4"
2091002472,"M","3"
AAAXMP138200001940392125_OR,"M","Score: 4"
AAAXMP138200001374872810_OR,"M","4"
AAAXMP138200002090682810_OR,"F","4"
AAAXMP138200000782652810_OR,"M","4"
2091004009,"M","3"
5.8132E+12,"M","Score: 4"
AAAXMP138200000801682144_OR,"F","Score: 5"
5.3883E+12,"F","3"
5.83124E+12,"M","Score: 5"
AAAXMP138200001399702125_OR,"M","4"
AAAXMP138200002160172850_OR,"M","Score: 3"
2251002982,"M","4"
AAAXMP138200002168652125_OR,"F","Score: 3"
AAAXMP138200001815372144_OR,"F","Score: 3"
2081005711,"M","4"
AAAXMP138200001753432850_OR,"F","SCORE: 5"
2081006718,"M","4"
AAAXMP138200000768012810_OR,"M","3"
AAAXMP138200000768852810_OR,"F","4"
AAAXMP138200001573342810_OR,"M","4"
AAAXMP138200001677452144_OR,"F","4"
2251000483,"M","3"
AAAXMP138200001035262810_OR,"M","4"
2021003160,"M","Score: 5"
AAAXMP138200000568922850_OR,"F","4"
2311003498,"F","4"
AAAXMP138200001189072810_OR,"F","4"
5.37697E+12,"M","SCORE OF 5: The essay effectively develops a point of view on the issue, demonstrates strong critical"
AAAXMP138200001481342810_OR,"F","4"
2421006510,"F","4"
AAAXMP138200000621992125_OR,"M","Score: 5"
2221006475,"M","Score: 4"
AAAUUP138180000405692125_OR,"F","4"
AAAXMP138200002211902810_OR,"F","4"
AAAXMP138200001391912810_OR,"M","4"
4.99605E+12,"M","Score: 5"
AAAXMP138200000987502144_OR,"F","Score: 5"
AAAXMP138200000980572810_OR,"M","4"
AAAXMP138200000831172850_OR,"F","Score: 5"
2021002554,"M","4"
5.47555E+12,"M","4"
2241000111,"F","Score: 2"
AAAXMP138200002136372810_OR,"F","Holistic score: 4"
2021003569,"M","Score: 3"
AAAXMP138200001708552144_OR,"F","Score: 4"
AAAUUP138180000391812125_OR,"M","4"
AAAXMP138200001781682144_OR,"M","4"
AAAXMP138200002054912810_OR,"M","Score: 4"
AAAXMP138200002073852125_OR,"F","Score: 4"
AAAXMP138200001630672144_OR,"M","Score: 3"
AAAXMP138200001369602850_OR,"F","Score: 5"
5.55024E+12,"M","4"
AAAXMP138200000740572850_OR,"F","4"
2431007322,"M","4"
2171005717,"F","3"
AAAXMP138200000943942125_OR,"M","4"
AAAXMP138200001701132125_OR,"M","4"
2421006323,"F","Score: 5"
AAAXMP138200000922762125_OR,"M","4"
AAAUUP138180000089262125_OR,"F","4"
AAAXMP138200000913652810_OR,"M","4"
AAAXMP138200001076032125_OR,"F","Score: 4"
AAAXMP138200001604562144_OR,"F","4"
AAAXMP138200001640542125_OR,"M","Score: 3"
AAAXMP138200002125862125_OR,"M","4"
AAAXMP138200001003002144_OR,"M","Score: 5"
4.93323E+12,"M","4"
2311005351,"M","Score: 4"
AAAXMP138200001533322125_OR,"F","3"
AAAXMP138200002147682850_OR,"M","Score: 3"
AAAXMP138200001222142810_OR,"F","3"
527182115212010thLitAB,"F","4"
2141000059,"F","3"
AAAXMP138200000982442850_OR,"F","Score: 5"
AAAXMP138200001824922810_OR,"M","3"
5.39596E+12,"F","4"
AAAXMP138200000728882125_OR,"F","Score: 2"
2431001499,"F","4"
AAAXMP138200000700022810_OR,"F","4"
2241005067,"M","Score: 4"
5.86298E+12,"M","3"
AAAXMP138200001802092144_OR,"F","4"
2431003831,"F","I would give this essay a score of 3."
2431007730,"M","4"
AAAXMP138200002050512125_OR,"F","Score: 5"
5.68098E+12,"M","3"
AAAXMP138200001471642125_OR,"M","SCORE OF 4"
AAAXMP138200000663072810_OR,"M","4"
AAAXMP138200001984092810_OR,"M","Score: 5"
2141000326,"F","4"
2141004135,"M","4"
AAAXMP138200001830002810_OR,"F","4"
AAAXMP138200000926632144_OR,"F","Score: 5"
AAAXMP138200002158012125_OR,"F","4"
5.5387E+12,"M","3"
2171000341,"M","4"
AAAXMP138200000754492850_OR,"M","4"
AAAXMP138200000908262144_OR,"M","4"
AAAXMP138200000969222125_OR,"M","4"
AAAXMP138200001202352125_OR,"M","Score: 5"
AAAXMP138200000812862810_OR,"F","4"
AAAXMP138200001773872850_OR,"F","4"
AAAXMP138200001759492125_OR,"F","4"
AAAXMP138200001491692810_OR,"F","4"
2141001560,"M","4"
2251005264,"M","4"
536558115212010thLitAB,"F","4"
AAAXMP138200001208372810_OR,"F","4"
AAAXMP138200001639942144_OR,"F","Score: 4"
AAAXMP138200000800692810_OR,"F","4"
2421003839,"F","4"
AAAXMP138200001541642125_OR,"F","Score: 5"
2141000733,"M","4"
2081003735,"M","3"
AAAXMP138200001384032125_OR,"M","4"
AAAXMP138200001989592850_OR,"F","4"
2081007153,"F","4"
AAAXMP138200000886302125_OR,"F","Score: 4"
AAAXMP138200002086292144_OR,"F","5"
2091002391,"F","Score: 3"
2081000299,"M","3"
AAAXMP138200001980742810_OR,"M","4"
AAAXMP138200000720352810_OR,"F","4"
AAAXMP138200001824842125_OR,"M","3"
2241004591,"F","4"
AAAXMP138200002192692810_OR,"F","4"
AAAXMP138200001951492144_OR,"F","Score: 5"
AAAXMP138200001640262125_OR,"M","Score: 5"
AAAXMP138200001336742810_OR,"F","4"
AAAXMP138200001340402810_OR,"M","4"
AAAXMP138200001048322144_OR,"F","4"
AAAXMP138200001928412125_OR,"M","SCORE OF 4"
AAAXMP138200001028992125_OR,"F","4"
2221007242,"M","Score: 4"
AAAUUP138180000312592125_OR,"M","3"
AAAXMP138200001806672810_OR,"M","4"
2431006806,"F","Score: 3"
2251005469,"M","3"
AAAXMP138200001867852850_OR,"F","Score: 5"
2171001355,"M","Score: 2"
AAAXMP138200001059722144_OR,"M","4"
2141007266,"M","4"
AAAXMP138200000904872810_OR,"F","4"
5.51328E+12,"M","4"
AAAXMP138200002022372810_OR,"M","4"
AAAXMP138200001209512810_OR,"M","4"
2431001863,"F","Score: 1"
AAAXMP138200001202342125_OR,"M","4"
AAAXMP138200000806832144_OR,"M","Score: 5"
AAAXMP138200001922012125_OR,"F","4"
2221007692,"M","I would give this essay a score of 2."
2251005671,"M","4"
AAAXMP138200001863602125_OR,"M","3"
AAAXMP138200001859142144_OR,"F","4"
2021001027,"F","3"
4.90472E+12,"F","Score: 5"
AAAXMP138200001054982125_OR,"M","Score: 4"
AAAXMP138200001681892810_OR,"F","4"
2421005815,"F","4"
AAAXMP138200001575542850_OR,"M","Score: 5"
4.30516E+12,"M","4"
AAAXMP138200001565342125_OR,"F","Score: 5"
AAAXMP138200000484062144_OR,"F","4"
AAAXMP138200000929922144_OR,"M","Score: 3"
AAAXMP138200001557232125_OR,"M","Score: 5"
AAAXMP138200001384142850_OR,"F","Score: 5"
AAAXMP138200002112472125_OR,"M","4"
2021006223,"F","4"
AAAXMP138200001933892125_OR,"F","Score: 5"
4.64475E+12,"F","4"
AAAXMP138200001830392144_OR,"F","4"
AAAXMP138200002143102125_OR,"F","4"
AAAXMP138200000758582810_OR,"M","4"
AAAXMP138200000807592810_OR,"M","3"
AAAXMP138200002169302125_OR,"F","Score: 4"
AAAXMP138200001939002125_OR,"F","Score: 4"
2251002389,"F","4"
2081002437,"M","4"
AAAXMP138200001344442125_OR,"F","4"
5.08904E+12,"M","4"
AAAXMP138200001327432850_OR,"F","4"
AAAXMP138200000521672810_OR,"M","4"
AAAUUP138180000191072125_OR,"M","4"
5.65522E+12,"M","4."
AAAXMP138200000991092144_OR,"M","Score: 5"
5.11945E+12,"M","4"
AAAXMP138200001176422810_OR,"M","4"
AAAXMP138200001932612144_OR,"M","Score: 4"
AAAXMP138200001955902125_OR,"F","4"
AAAXMP138200001594112810_OR,"M","4"
AAAXMP138200001047612810_OR,"F","Score: 4"
AAAXMP138200001431402125_OR,"M","4"
AAAXMP138200000606892810_OR,"M","4"
AAAXMP138200001978652810_OR,"F","Score: 5"
AAAXMP138200001880402125_OR,"F","4"
5.89602E+12,"F","4"
AAAXMP138200001246552125_OR,"M","Score: 5"
AAAXMP138200001598912810_OR,"F","Score: 4"
AAAXMP138200001730512850_OR,"M","Score: 4"
2221000230,"F","Score: 5"
AAAXMP138200001739832125_OR,"M","SCORE OF 4"
AAAXMP138200001994362850_OR,"M","Score: 5"
AAAXMP138200001052372125_OR,"M","4"
AAAXMP138200001005902810_OR,"M","3"
AAAXMP138200001677822810_OR,"F","4"
2421004851,"F","4"
AAAXMP138200000913622850_OR,"F","4"
AAAXMP138200000911452810_OR,"F","4"
2271004611,"F","3"
2021004115,"M","3"
AAAXMP138200001710382144_OR,"F","4"
AAAXMP138200001036952810_OR,"F","Score: 5"
AAAXMP138200001515792125_OR,"M","4"
5.42858E+12,"F","Score: 4"
AAAXMP138200001548902125_OR,"F","Score: 5"
AAAXMP138200001707982810_OR,"M","4"
AAAXMP138200001667532144_OR,"M","Score: 5"
5.00417E+12,"M","4"
AAAXMP138200000765262850_OR,"F","Score: 4"
AAAXMP138200000921482125_OR,"M","4"
AAAXMP138200001075142125_OR,"F","3"
AAAUUP138180000405892125_OR,"F","Score: 3"
2221005525,"M","Score: 3"
2141000075,"8","4"
AAAXMP138200001958012850_OR,"8","SCORE: 4"
AAAXMP138200001621882144_OR,"11","Holistic score: 5"
2241001231,"8","Score: 3"
5.12917E+12,"","Grade: 5"
2141004399,"8","Score: 4"
2171002378,"8","4"
AAAXMP138200002100322850_OR,"8","4"
AAAXMP138200001277802810_OR,"8","4"
AAAXMP138200001202582810_OR,"8","4"
2421001526,"8","3"
AAAXMP138200000878932850_OR,"8","Score: 4"
AAAXMP138200001418852850_OR,"8","Score: 4"
AAAUUP138180000386992125_OR,"12","4"
AAAXMP138200000885592125_OR,"11","Score: 4"
AAAXMP138200002141012125_OR,"10","SCORE OF 2: The essay is severely flawed, with a lack of clear and focused argument,"
5.08342E+12,"","4"
AAAUUP138180000391692125_OR,"12","4"
AAAXMP138200000841202850_OR,"8","Score: 3"
AAAXMP138200001068482125_OR,"11","4"
AAAXMP138200001722372810_OR,"8","4"
AAAXMP138200001465002144_OR,"11","SCORE: 4"
5.42915E+12,"","Grade: 5"
5.889E+12,"","Based on the provided essay, I would assign a holistic grade of 5."
AAAXMP138200000960492144_OR,"10","I would give this essay a score of 4."
AAAXMP138200000610782850_OR,"8","Score: 5"
2251005477,"8","4"
2021002902,"8","3"
AAAXMP138200001065512810_OR,"8","4"
2221004766,"8","4"
2311000855,"8","Score: 5"
AAAXMP138200001171762810_OR,"8","Score: 5"
5.84237E+12,"","4"
2221005533,"8","3"
2431000697,"8","3"
2431003386,"8","Score: 4"
AAAXMP138200001477052125_OR,"11","4"
564142115212010thLitAB,"","Score: 4"
AAAXMP138200000982752850_OR,"8","Score: 5"
2081001881,"8","3"
AAAXMP138200001210872810_OR,"8","4"
